year,average_speed_kmh,Comm_speed_Paris,AgriLand_inc,HousingLand_inc,SpendingShare_Rural,SpendingShare_Urban,SpendingShare_Housing,employment,theta_rural,theta_urban,Employment_rural,Land_rural,P_rural_Sauvy,P_rural_Toutain,P_rural,stheta_rural,stheta_urban
1868,3.7938741999999994,1.0582852000000011,2.5039968000000004,0.5520337399999998,,,,17995.6666666667,1.3381720742188292,1.2211452362196948,0.503380417823792,0.663154542446136,0.9931896,1.005572,0.8948751133653298,1.312126163699836,1.164266314711568
1869,3.8086820499999994,1.0624158000000012,2.4770249000000004,0.5492584199999998,,,,17837.5,1.4083029744058928,1.2694275658116863,0.502620875835419,0.662928223609924,0.9919763,1.019853,0.898232886947134,1.3182391586479125,1.1830952468944422
1870,3.8234898999999993,1.0665464000000013,2.450053,0.5464831,,,,17679.3333333334,1.3442264952112826,1.1665370507498742,0.501847743988037,0.66270124912262,1.01428,1.056061,0.9011652696497016,1.3296906646675024,1.1989433328537378
1871,3.8382977499999993,1.0706770000000014,2.435159,0.54978876,,,,17521.1666666667,1.28234778241327,1.1258618970795948,0.501060605049133,0.662473678588867,1.069386,1.082224,0.9036282924550227,1.3437838762408612,1.212031706696277
1872,3.8531055999999992,1.0748076000000015,2.420265,0.55309442,,,,17363.0,1.3866235663334476,1.2526886158908077,0.500259160995483,0.662245452404022,1.005241,0.9931009,0.9055890494454218,1.3575369861920805,1.222568733979905
1873,3.867913449999999,1.0789382000000016,2.405371,0.55640008,,,,17493.25,1.2046828407852646,1.190709287138928,0.496820211410522,0.662016630172729,0.9601833,0.9248026,0.9070273542267069,1.3668075514839284,1.2307382173365555
1874,3.882721299999999,1.0830688000000017,2.390477,0.55970574,,,,17623.5,1.509532860324454,1.246781251177812,0.493432074785233,0.661787211894989,0.9607778,0.9007642,0.907930823752356,1.3685819145395954,1.2371300223575903
1875,3.897529149999999,1.0871994000000018,2.3755830000000002,0.5630113999999999,,,,17753.75,1.5390281934920866,1.280842126559334,0.490093648433685,0.661557137966156,0.9135439,0.8307531,0.9082923415370371,1.3637662623001854,1.2430402369138316
1876,3.912337,1.09133,2.3606890000000003,0.5663170599999999,,,,17884.0,1.2751433356469446,1.2311596245966359,0.486803859472275,0.661326467990875,0.9485543,0.8864592,0.9081118859552847,1.3550015264455204,1.2496041945771303
1877,3.9331876,1.0971462142857142,2.3457950000000003,0.5696227199999999,,,,18011.8,1.3869696159353788,1.2554156706862554,0.481928527355194,0.661095142364502,1.043353,0.937863,0.9073951895621122,1.3443874291463087,1.256913849998341
1878,3.9540382000000003,1.1029624285714286,2.3309010000000003,0.5729283799999999,,,,18139.6,1.344506311663597,1.2333658470384468,0.477121889591217,0.660863161087036,1.003097,0.953975,0.9061462919132023,1.3344218944839503,1.2650084800497572
1879,3.9748888000000004,1.108778642857143,2.3160070000000004,0.5762340399999999,,,,18267.4,1.1481771165377646,1.193160738297279,0.472382485866547,0.660630583763123,1.0404,0.9545032,0.9043744007320585,1.3282409167241866,1.2743155871370935
1880,3.9957394000000006,1.1145948571428572,2.301113,0.5795397,,,,18395.2,1.2771238804654532,1.2675862604202188,0.467708975076675,0.660397410392761,1.029202,0.997436,0.9021148433684797,1.3275683758045371,1.2844148646444908
1881,4.016590000000001,1.1204110714285715,2.273176875,0.574780625,,,,18523.0,1.3120896087382088,1.3054906779299114,0.463099926710129,0.660163521766663,0.9854301,0.9432037,0.8994357611283559,1.333420349461287,1.2945492058627013
1882,4.037440600000001,1.1262272857142859,2.24524075,0.5700215500000001,,,,18593.4,1.3950255845178825,1.3467409347408046,0.46092700958252,0.659929037094116,0.9497014,0.9396376,0.8964213763005565,1.3447139129488912,1.3041199694012857
1883,4.058291200000001,1.1320435000000002,2.2173046249999997,0.5652624750000002,,,,18663.8,1.4027967753634514,1.3389779131830428,0.458770453929901,0.659622550010681,0.9191639,0.9383109,0.8931577066492276,1.356888925114464,1.3123935771926167
1884,4.079141800000001,1.1378597142857145,2.1893684999999996,0.5605034000000002,,,,18734.2,1.4055846865650534,1.3054530576154415,0.456630110740662,0.659316062927246,0.8417211,0.9203013,0.8897211518615964,1.3674256780891407,1.319340268958552
1885,4.099992400000001,1.1436759285714289,2.1614323749999995,0.5557443250000003,,,,18804.6,1.3850427356787958,1.2716323949085235,0.454505801200867,0.659009575843811,0.8502058,0.8665951,0.8861770489239954,1.375522435684915,1.3258064157413652
1886,4.120843000000002,1.1494921428571432,2.1334962499999994,0.5509852500000003,,,,18875.0,1.354459475483067,1.3064175310108075,0.452397346496582,0.658703088760376,0.8187333,0.8581942,0.8825844315449436,1.3804974885904355,1.3332830901008734
1887,4.141693600000002,1.1553083571428575,2.1055601249999993,0.5462261750000004,,,,18905.0,1.3614710109659274,1.311259544151863,0.45012429356575,0.658396601676941,0.7889307,0.834327,0.8790004809766203,1.3848047535794905,1.3437119713224683
1888,4.162544200000002,1.1611245714285718,2.0776239999999992,0.5414671000000004,,,,18935.0,1.3634912460613569,1.323698910132523,0.447858452796936,0.658090114593506,0.8024756,0.8264769,0.8754815526639526,1.3925330929913338,1.3585193957880426
1889,4.183394800000002,1.1669407857142862,2.049687874999999,0.5367080250000005,,,,18965.0,1.35711657414698,1.3668273959768666,0.445599794387817,0.657783627510071,0.7911279,0.7847123,0.8720829754421224,1.4060527708826562,1.377583968577927
1890,4.2042454,1.172757,2.021751749999999,0.5319489500000005,,,,18995.0,1.441768162146688,1.370727647245733,0.443348258733749,0.657477140426636,0.7647445,0.8382577,0.8688627915984113,1.4257429465854772,1.3997182311386698
1891,4.291424289999999,1.1970752,1.993815624999999,0.5271898750000006,,,,19025.0,1.401759866878809,1.4273809148103989,0.44110381603241,0.657170653343201,0.7998764,0.8525072,0.8658752423792825,1.449221126889636,1.423565180085376
1892,4.378603179999999,1.2213934,1.965879499999999,0.5224308000000006,,,,19030.0,1.4598566751025035,1.4499710776415715,0.438770353794098,0.656864166259766,0.8329006,0.8336221,0.8631695963993389,1.4729739344951118,1.448053024619168
1893,4.465782069999999,1.2457116,1.9379433749999988,0.5176717250000007,,,,19035.0,1.51830804980005,1.4563538516618442,0.436438143253326,0.656054794788361,0.8801413,0.8382351,0.860782750285055,1.495435859224807,1.4730094853905897
1894,4.552960959999998,1.2700297999999999,1.9100072499999987,0.5129126500000007,,,,19040.0,1.6045890890436447,1.4939175963238545,0.434107154607773,0.655247092247009,0.8535269,0.868607,0.8587405056855821,1.51711784892097,1.4979696259746125
1895,4.640139849999998,1.2943479999999998,1.8820711249999986,0.5081535750000008,,,,19045.0,1.5352736586712228,1.4732845258520164,0.431777358055115,0.654441118240356,0.8184187,0.885399,0.857073331204171,1.538789353806105,1.5214607581410289
1896,4.727318739999998,1.3186661999999998,1.854135,0.5033945,0.489410012960434,0.271387428045273,0.239202558994293,19050.0,1.6033457911190034,1.5418267881301229,0.429448813199997,0.653636813163757,0.7406263,0.8080724,0.855812794653021,1.559770279006073,1.541956963084111
1897,4.814497629999997,1.3429843999999997,1.8245547647058824,0.505828688235294,0.466455161571503,0.281215757131577,0.252329081296921,19220.8,1.4086671326966698,1.5682365275557963,0.426298588514328,0.652834177017212,0.7303357,0.8640566,0.8549911959118546,1.5788662654003354,1.5582839214915893
1898,4.901676519999997,1.3673025999999997,1.7949745294117647,0.5082628764705881,0.48247042298317,0.278284698724747,0.239244863390923,19391.6,1.5601771575510497,1.5880767847338402,0.423203855752945,0.65203320980072,0.7799526,0.9504762,0.854637529219007,1.5951709669659797,1.5698528668833291
1899,4.988855409999997,1.3916207999999997,1.765394294117647,0.5106970647058822,0.484912037849426,0.280466705560684,0.234621271491051,19562.4,1.6735473069237565,1.6447874581116946,0.420163184404373,0.651233911514282,0.7613603,0.8601697,0.8547654887237857,1.6083636977029039,1.576655276874637
1900,5.076034299999996,1.4159389999999996,1.7358140588235293,0.5131312529411762,0.503087401390076,0.267037570476532,0.229875043034554,19733.2,1.7660689807090337,1.5610255492792309,0.417175114154816,0.650436282157898,0.7570698,0.8747243,0.8553729748395851,1.6180386989672046,1.5796640870809053
1901,5.163213189999996,1.4402571999999996,1.7062338235294117,0.5155654411764703,0.478485405445099,0.289485931396484,0.232028633356094,19904.0,1.664659992415851,1.543241729957618,0.414238333702087,0.649640321731567,0.7912288,0.7696508,0.856446553058132,1.6242000665944234,1.581002441524426
1902,5.250392079999996,1.4645753999999995,1.676653588235294,0.5179996294117644,0.448712199926376,0.30219042301178,0.249097391963005,20069.0,1.5701929989328292,1.5300560884055059,0.416911661624908,0.648845970630646,0.7681208,0.8562183,0.8579587824907513,1.627479174744685,1.582888585342067
1903,5.337570969999995,1.4888935999999995,1.6470733529411763,0.5204338176470584,0.448593109846115,0.315089732408524,0.236317157745361,20234.0,1.568406605718937,1.5649426600223582,0.419541358947754,0.648053348064423,0.7598749,0.9182052,0.8598812197323149,1.6290996674847738,1.5877008078200547
1904,5.424749859999995,1.5132117999999994,1.6174931176470586,0.5228680058823525,0.485148698091507,0.288003355264664,0.226847946643829,20399.0,1.636425487045178,1.5434087920207549,0.422128528356552,0.647262275218964,0.7482528,0.8335199,0.8621904270699801,1.6289563715939932,1.5970319167856417
1905,5.511928749999995,1.5375299999999994,1.587912882352941,0.5253021941176466,0.453429579734802,0.310764372348785,0.235806062817574,20564.0,1.6176820845201108,1.5747288184915245,0.424674183130264,0.646472930908203,0.79913,0.8362401,0.8648534214528544,1.6277096766427246,1.61144542627019
1906,5.599107639999994,1.5618481999999994,1.5583326470588232,0.5277363823529406,0.438640981912613,0.32490861415863,0.236450389027596,20729.0,1.555500485296325,1.6278932895600036,0.427179306745529,0.645685136318207,0.7595034,0.8655116,0.867827145639633,1.628706886859795,1.6321769736163785
1907,5.686286529999994,1.5861663999999993,1.5287524117647056,0.5301705705882347,0.45998740196228,0.318661540746689,0.221351027488708,20769.6,1.693735931657314,1.6596145993850997,0.423619121313095,0.644899010658264,0.7774571,0.8581116,0.8710831909395955,1.6333526848826834,1.6597198735349774
1908,5.773465419999994,1.6104845999999993,1.4991721764705879,0.5326047588235288,0.455988347530365,0.320209383964539,0.223802283406258,20810.2,1.690543841135698,1.6387898046439742,0.420072853565216,0.64411449432373,0.7938223,0.8523768,0.8746023116427591,1.6402654591041264,1.6931899255200922
1909,5.860644309999993,1.6348027999999992,1.4695919411764702,0.5350389470588228,0.452213883399963,0.334735155105591,0.213050916790962,20850.8,1.71372279748317,1.714191504260117,0.416540384292603,0.643331587314606,0.7813228,0.9010471,0.8783577875362126,1.6473366454614946,1.7308274978763154
1910,5.9478232,1.659121,1.4400117058823525,0.5374731352941169,0.447673976421356,0.33045819401741,0.22186778485775,20891.4,1.4553561284516268,1.6578294457963336,0.413021624088287,0.642550349235535,0.7948563,1.104412,0.8823226410168947,1.653473037939567,1.7698426037186137
1911,6.059787305,1.6903529000000002,1.4104314705882348,0.539907323529411,0.487695306539536,0.316974371671677,0.195330291986465,20932.0,1.6458697884392481,1.7903196939489876,0.409516543149948,0.641770660877228,0.8573837,1.069607,0.886463278139012,1.6581075515743062,1.80659178067687
1912,6.171751410000001,1.7215848000000002,1.3808512352941171,0.542341511764705,0.478655457496643,0.322252333164215,0.199092194437981,21010.5,1.7606163635404475,1.9394216796258184,0.41013303399086,0.64099258184433,0.8889138,1.093162,0.8907460111070666,1.6601604502031277,1.8373592743290268
1913,6.283715515000001,1.7528167000000003,1.351271,0.5447757,0.466573745012283,0.330152660608292,0.203273579478264,21089.0,1.6992697485174413,1.9382321810161327,0.410744935274124,0.640216112136841,0.8238478,1.100587,0.8951407231426021,1.6583733258688165,1.859118428202771
1914,6.395679620000001,1.7840486000000004,1.2886650833333335,0.523377725,0.48701599240303,0.302281558513641,0.210702434182167,21167.5,1.6752087702659881,1.9083833078903545,0.411352306604385,0.639441251754761,0.8384859571428571,1.0709112142857142,0.8996181726432814,1.652480719661757,1.8695983099533018
1915,6.507643725000001,1.8152805000000005,1.226059166666667,0.5019797500000001,0.521663904190063,0.271048158407211,0.207287922501564,21246.0,1.6511477920145352,1.8785344347645763,0.411955177783966,0.638667941093445,0.8531241142857142,1.0412354285714285,0.9041529726093485,1.6423945085965839,1.8671929483494176
1916,6.619607830000001,1.8465124000000006,1.1634532500000003,0.48058177500000004,0.528350830078125,0.282730311155319,0.188918873667717,21324.5,1.6270868137630823,1.848685561638798,0.412553638219833,0.637896239757538,0.8677622714285713,1.0115596428571427,0.9087243988215897,1.6289441528607282,1.854421259391476
1917,6.731571935000002,1.8777443000000007,1.1008473333333337,0.45918380000000003,0.56532883644104,0.278149247169495,0.156521871685982,21403.0,1.6030258355116294,1.8188366885130198,0.413147687911987,0.637126088142395,0.8824004285714284,0.981883857142857,0.9133140217729393,1.6144244200361653,1.8387793702343609
